#,Gym Name,Rating,Reviews,City,State
1037,Collective Wellness,5.0,79,Portland,OR
1038,West Coast Fitness,4.6,331,Portland,OR
1039,Studio 45,4.9,242,Portland,OR
1040,Sandbothe Strong,5.0,302,Portland,OR
1041,West Hills Racquet & Fitness Club,4.6,97,Portland,OR
1042,Amerikick West Linn,5.0,86,Portland,OR
1043,Mt. Tabor CrossFit,4.9,98,Portland,OR
1044,Hyatt Strength + Wellness,5.0,77,Portland,OR
1045,Energy Fitness Concepts,4.9,14,Portland,OR
1046,Prism Moves,4.8,43,Portland,OR
1047,OHSU March Wellness & Fitness Center,4.4,172,Portland,OR
1048,NW Women's Fitness Club,4.6,69,Portland,OR
1049,Whole Body Fitness,4.9,82,Portland,OR
1050,Snap Fitness Portland-Sellwood,4.4,96,Portland,OR
1051,Merritt Clubs Downtown Athletic Club,4.2,491,Baltimore,MD
1052,PUSH511 Fitness,4.9,84,Baltimore,MD
1053,PEAK Performance Training,4.9,123,Baltimore,MD
1054,Grind Gyms,4.8,168,Baltimore,MD
1055,Crunch Fitness - Canton,4.5,929,Baltimore,MD
1056,Let's Go Fitness,5.0,24,Baltimore,MD
1057,Reflex Functional Fitness,5.0,260,Baltimore,MD
1058,City Fit,5.0,15,Baltimore,MD
1059,Coppermine Health & Fitness - Harbor East,4.0,221,Baltimore,MD
1060,Baltimore Built Strength & Conditioning,4.9,112,Baltimore,MD
1061,Fivex3 Training: A Strength and Conditioning Gym in Baltimore (A Starting Strength Affiliate),5.0,47,Baltimore,MD
1062,XPF Studio,5.0,53,Baltimore,MD
1063,Clipper City Fitness,4.7,40,Baltimore,MD
1064,MV Fitness,4.6,60,Baltimore,MD
1065,BeMore Boot Camp,4.9,253,Baltimore,MD
1066,Under Armour Performance Center,4.4,207,Baltimore,MD
1067,Brick Bodies Fitness Services,4.6,359,Baltimore,MD
1068,Exile Fitness,4.7,344,Baltimore,MD
1069,SOBO Strength and Performance,5.0,55,Baltimore,MD
1070,Merritt Clubs Canton,4.3,607,Baltimore,MD
1071,NPOC Wellness and Hydration,5.0,16,Baltimore,MD
1072,Orangetheory Fitness,4.6,29,Baltimore,MD
1073,Merritt Clubs Fort Avenue/Federal Hill,4.3,135,Baltimore,MD
1074,Sanctuary Body,4.8,31,Baltimore,MD
1075,OPEX Baltimore,4.9,36,Baltimore,MD
1076,LA Fitness,4.2,602,Baltimore,MD
1077,Body In Rhythm Training,4.9,41,Baltimore,MD
1078,SWEAT BMORE,4.9,42,Baltimore,MD
1079,Coppermine Racquet & Fitness Club - Bare Hills,4.7,146,Baltimore,MD
1080,Movement Hampden,4.8,329,Baltimore,MD
1081,Federal Hill Fitness,4.3,66,Baltimore,MD
1082,CrossFit Harbor East,4.8,151,Baltimore,MD
1083,Middle Branch Fitness and Wellness Center,4.7,160,Baltimore,MD
1084,Arenal Fitness,4.8,26,Baltimore,MD
1085,[solidcore] Harbor Point,4.7,39,Baltimore,MD
1086,410 Fitness,5.0,43,Baltimore,MD
1087,Supreme Fitness,5.0,13,Baltimore,MD
1088,Capacity Fitness & Nutrition,5.0,80,Baltimore,MD
1089,LifeBridge Health & Fitness,4.4,188,Baltimore,MD
1090,F45 Training Fells Point,4.8,73,Baltimore,MD
1091,"Inspiring Fitness - Personal Training, Yoga, HIIT, Pilates",4.9,84,Baltimore,MD
1092,Activate Body Personal Training - Clipper Mill,5.0,104,Baltimore,MD
1093,The Weinberg Y in Waverly,4.7,684,Baltimore,MD
1094,Pure Barre,4.9,183,Baltimore,MD
1095,LL13FITNESS H.E.A.R.T,5.0,39,Baltimore,MD
1096,Denton A. Cooley Center,4.5,72,Baltimore,MD
1097,Tribe Cycle - Baltimore,4.9,45,Baltimore,MD
1098,Activate Body Personal Training - Canton,4.8,57,Baltimore,MD
1099,Resistance Cycle,5.0,192,Baltimore,MD
1100,Planet Fitness,4.1,897,Baltimore,MD
